"","user","membership"
"1666",19308,1
"1667",164598,1
"1668",115770,1
"1669",53961,1
"1670",21959,1
"1671",65231,1
"1672",160986,1
"1673",35976,1
"1674",40437,1
"1675",159164,1
"1676",75070,1
"1677",98976,1
"1678",116587,1
"1679",6746,1
"1680",63631,2
"1681",94044,1
"1682",154955,1
"1683",66659,1
"1684",128095,1
"1685",155087,1
"1686",75629,1
"1687",102679,1
"1688",39860,1
"1689",153709,1
"1690",107539,1
"1691",121170,2
"1692",175673,1
"1693",86144,1
"1694",23326,1
"1695",17554,1
"1696",142443,1
"1697",43056,1
"1698",34040,1
"1699",104586,1
"1700",50058,1
"1701",175522,1
"1702",18584,1
"1703",76545,1
"1704",37430,1
"1705",116093,2
"1706",55751,1
"1707",85899,1
"1708",46649,1
"1709",29088,1
"1710",169283,1
"1711",117033,1
"1712",53706,2
"1713",148386,2
"1714",64195,2
"1715",15997,1
"1716",126808,1
"1717",54724,1
"1718",176529,1
"1719",81408,1
"1720",65164,1
"1721",28576,1
"1722",160895,1
"1723",39703,2
"1724",174776,1
"1725",121860,1
"1726",119085,1
"1727",53935,1
"1728",99104,1
"1729",147745,1
"1730",93976,1
"1731",138099,1
"1732",90072,1
"1733",90683,1
"1734",48573,1
"1735",31392,1
"1736",174075,1
"1737",156305,1
"1738",71427,1
"1739",176731,1
"1740",87409,1
"1741",84598,1
"1742",145113,1
"1743",63245,1
"1744",1494,1
"1745",14818,1
"1746",128396,1
"1747",165460,1
"1748",139140,1
"1749",103833,1
"1750",122843,1
"1751",58085,1
"1752",4726,1
"1753",176415,1
"1754",135979,1
"1755",160281,1
"1756",57800,1
"1757",160540,1
"1758",78802,1
"1759",73957,1
"1760",86157,1
"1761",96018,1
"1762",144387,1
"1763",15175,1
"1764",126737,1
"1765",145405,1
"1766",141623,2
"1767",147754,1
"1768",100103,1
"1769",133234,1
"1770",22365,1
"1771",38451,1
"1772",37500,1
"1773",51999,1
"1774",174411,1
"1775",125118,1
"1776",11750,1
"1777",142028,1
"1778",150785,1
"1779",113427,1
"1780",116712,1
"1781",112100,1
"1782",119065,1
"1783",67294,1
"1784",170990,1
"1785",39567,1
"1786",45651,1
"1787",80994,1
"1788",111171,1
"1789",113650,1
"1790",153761,1
"1791",100137,1
"1792",151159,1
"1793",129434,1
"1794",40480,1
"1795",43899,1
"1796",73218,1
"1797",45477,1
"1798",36144,1
"1799",18868,1
"1800",33677,1
"1801",29324,1
"1802",20576,1
"1803",87918,1
"1804",28379,2
"1805",141449,2
"1806",69932,1
"1807",32769,1
"1808",125372,1
"1809",102423,1
"1810",61470,1
"1811",10058,1
"1812",113076,1
"1813",73064,2
"1814",77656,1
"1815",137538,1
"1816",42552,1
"1817",54085,1
"1818",21866,1
"1819",43700,1
"1820",140444,2
"1821",169663,1
"1822",6191,2
"1823",163065,1
"1824",2479,1
"1825",160437,1
"1826",14530,1
"1827",136220,1
"1828",43492,1
"1829",106408,1
"1830",169335,2
"1831",67503,2
"1832",158455,1
"1833",124845,1
"1834",129107,1
"1835",41174,1
"1836",7954,1
"1837",37451,1
"1838",174478,1
"1839",71150,1
"1840",7463,1
"1841",27260,1
"1842",92630,1
"1843",100200,1
"1844",61524,1
"1845",77731,1
"1846",46890,1
"1847",57216,1
"1848",32672,1
"1849",16017,1
"1850",79082,1
"1851",176729,1
"1852",96802,1
"1853",129116,1
"1854",136388,1
"1855",121054,1
"1856",22971,1
"1857",96694,1
"1858",73319,1
"1859",47991,1
"1860",166038,1
"1861",111071,1
"1862",34419,1
"1863",107662,1
"1864",128765,1
"1865",84309,1
"1866",115597,1
"1867",27488,1
"1868",139173,1
"1869",175982,1
"1870",30830,1
"1871",145224,2
"1872",14501,1
"1873",168945,1
"1874",95328,1
"1875",14450,1
"1876",133937,1
"1877",22204,1
"1878",149288,2
"1879",172115,1
"1880",75167,1
"1881",15179,1
"1882",111455,1
"1883",99816,1
"1884",75138,1
"1885",166898,1
"1886",97530,1
"1887",143341,1
"1888",117758,1
"1889",95799,1
"1890",68483,1
"1891",4699,1
"1892",62465,1
"1893",62160,1
"1894",133525,2
"1895",154902,1
"1896",127688,2
"1897",55979,1
"1898",83772,2
"1899",119357,1
"1900",105737,1
"1901",69473,1
"1902",82151,1
"1903",100870,1
"1904",94262,1
"1905",88894,1
"1906",79566,1
"1907",156851,1
"1908",104642,1
"1909",88199,1
"1910",32822,1
"1911",48843,1
"1912",67749,1
"1913",48306,1
"1914",78738,1
"1915",40525,2
"1916",174805,1
"1917",171735,1
"1918",17824,1
"1919",45706,1
"1920",29712,1
"1921",6049,1
"1922",1474,1
"1923",80540,1
"1924",26037,1
"1925",153740,1
"1926",272,1
"1927",95663,1
"1928",167240,2
"1929",151275,2
"1930",160015,1
"1931",118341,1
"1932",59749,1
"1933",69773,1
"1934",16367,1
"1935",113738,1
"1936",109434,1
"1937",11926,1
"1938",131359,1
"1939",126304,1
"1940",84993,1
"1941",96518,1
"1942",41751,1
"1943",165842,1
"1944",34673,1
"1945",130145,1
"1946",13321,1
"1947",82922,1
"1948",117863,1
"1949",170845,1
"1950",169411,1
"1951",143815,1
"1952",106377,1
"1953",130452,1
"1954",125242,1
"1955",102753,1
"1956",166807,1
"1957",44482,1
"1958",171705,1
"1959",4221,1
"1960",130327,1
"1961",37239,2
"1962",68492,1
"1963",161493,1
"1964",97434,2
"1965",112858,1
"1966",71601,1
"1967",147269,1
"1968",19530,2
"1969",123682,2
"1970",48151,1
"1971",9303,1
"1972",67153,2
"1973",175256,1
"1974",106293,1
"1975",88373,1
"1976",77929,1
"1977",89401,1
"1978",76102,1
"1979",172670,2
"1980",74315,1
"1981",22284,1
"1982",113774,2
"1983",34954,1
"1984",112403,1
"1985",125013,1
"1986",129077,1
"1987",59223,1
"1988",151959,1
"1989",97591,1
"1990",143232,1
"1991",54227,1
"1992",164097,1
"1993",151860,1
"1994",84358,1
"1995",75495,1
"1996",156064,1
"1997",26209,1
"1998",51723,1
"1999",64171,1
"2000",125702,1
"2001",140744,1
"2002",62175,1
"2003",102888,1
"2004",102630,1
"2005",157747,1
"2006",154387,1
"2007",109834,1
"2008",11860,1
"2009",56087,1
"2010",9551,1
"2011",87243,1
"2012",30006,1
"2013",131106,1
"2014",156398,1
"2015",55610,1
"2016",176939,1
"2017",28621,2
"2018",77461,1
"2019",11736,1
"2020",104197,1
"2021",28304,1
"2022",38158,1
"2023",38724,1
"2024",149390,1
"2025",57149,1
"2026",161552,1
"2027",84181,1
"2028",172961,2
"2029",1436,1
"2030",33309,1
"2031",113577,1
"2032",152389,1
"2033",155609,1
"2034",153609,1
"2035",143412,1
"2036",37516,1
"2037",166199,1
"2038",68157,1
"2039",118970,1
"2040",101230,1
"2041",161004,1
"2042",166556,1
"2043",50231,1
"2044",174680,1
"2045",76621,1
"2046",52651,1
"2047",108556,2
"2048",106732,1
"2049",13640,1
"2050",74774,1
"2051",7910,1
"2052",25526,1
"2053",35965,1
"2054",145612,2
"2055",68052,1
"2056",7159,1
"2057",108446,1
"2058",57002,1
"2059",112291,1
"2060",4943,2
"2061",62383,1
"2062",141660,1
"2063",131648,1
"2064",130413,1
"2065",101393,1
"2066",148442,1
"2067",49201,1
"2068",140400,1
"2069",119738,1
"2070",154096,1
"2071",85974,1
"2072",17530,1
"2073",96658,1
"2074",58700,1
"2075",83437,1
"2076",155747,1
"2077",87558,1
"2078",14040,1
"2079",164758,2
"2080",162527,1
"2081",77194,1
"2082",117424,1
"2083",25755,1
"2084",105598,1
"2085",137051,1
"2086",171492,1
"2087",59247,1
"2088",103527,1
"2089",111922,1
"2090",135588,2
"2091",14669,1
"2092",150291,1
"2093",119163,1
"2094",93281,1
"2095",51140,1
"2096",76179,2
"2097",7127,1
"2098",167170,2
"2099",63213,1
"2100",151861,1
"2101",90619,1
"2102",145247,1
"2103",26569,1
"2104",55467,1
"2105",149643,1
"2106",139705,1
"2107",2835,2
"2108",88951,1
"2109",24432,2
"2110",141498,1
"2111",54716,1
"2112",129551,2
"2113",134455,2
"2114",6005,1
"2115",774,1
"2116",23398,1
"2117",72124,2
"2118",31452,1
"2119",74134,1
"2120",53762,2
"2121",107374,1
"2122",120520,1
"2123",60374,1
"2124",82159,1
"2125",167797,1
"2126",93644,1
"2127",91929,1
"2128",146795,1
"2129",116497,1
"2130",66447,1
"2131",43922,1
"2132",47770,1
"2133",15060,1
"2134",12065,1
"2135",150819,1
"2136",119937,1
"2137",26446,1
"2138",45000,1
"2139",105782,1
"2140",155582,1
"2141",152419,1
"2142",90485,1
"2143",109873,2
"2144",71315,2
"2145",7552,2
"2146",123885,1
"2147",168723,1
"2148",9693,1
"2149",100122,1
"2150",9827,1
"2151",119520,2
"2152",31715,1
"2153",106016,1
"2154",160886,1
"2155",34588,2
"2156",164486,2
"2157",18968,1
"2158",61162,2
"2159",44155,1
"2160",158435,2
"2161",154105,2
"2162",83293,2
"2163",137464,1
"2164",139536,1
"2165",93972,1
"2166",49,1
"2167",119905,1
"2168",92881,1
"2169",77719,1
"2170",26071,1
"2171",83375,1
"2172",61021,1
"2173",33848,1
"2174",146483,1
"2175",139586,1
"2176",101788,1
"2177",167163,1
"2178",27558,1
"2179",101598,1
"2180",22168,1
"2181",151090,1
"2182",71948,1
"2183",51492,1
"2184",129234,1
"2185",55204,2
"2186",124511,1
"2187",28082,1
"2188",71752,2
"2189",62789,1
"2190",40651,1
"2191",87933,1
"2192",120281,1
"2193",56116,1
"2194",36632,1
"2195",32582,1
"2196",70148,1
"2197",25586,1
"2198",79828,1
"2199",151929,1
"2200",137979,2
"2201",126903,1
"2202",147262,1
"2203",36114,1
"2204",107060,2
"2205",40519,1
"2206",41528,1
"2207",63295,1
"2208",49505,1
"2209",137030,1
"2210",48613,1
"2211",162024,1
"2212",84433,1
"2213",133838,1
"2214",150365,1
"2215",71189,1
"2216",160798,1
"2217",170476,1
"2218",44185,1
"2219",116577,1
"2220",1691,1
"2221",42390,1
"2222",117439,1
"2223",46396,1
"2224",117060,1
"2225",37399,2
"2226",437,1
"2227",43581,1
"2228",12858,1
"2229",35840,1
"2230",169642,1
"2231",61398,1
"2232",7953,1
"2233",12475,2
"2234",27606,1
"2235",160114,1
"2236",91426,1
"2237",145475,1
"2238",85126,1
"2239",5452,1
"2240",75451,1
"2241",43963,1
"2242",132135,1
"2243",142462,1
"2244",174427,1
"2245",18705,1
"2246",106862,1
"2247",120887,1
"2248",42174,1
"2249",3631,1
"2250",5965,1
"2251",90564,1
"2252",109596,2
"2253",176770,1
"2254",90035,1
"2255",170816,2
"2256",83490,1
"2257",694,1
"2258",84853,1
"2259",163626,1
"2260",25176,1
"2261",113873,1
"2262",163542,1
"2263",147073,2
"2264",46182,1
"2265",16639,1
"2266",148564,1
"2267",52020,1
"2268",17036,1
"2269",75040,1
"2270",176266,1
"2271",6981,1
"2272",168974,1
"2273",92906,1
"2274",133248,1
"2275",176217,2
"2276",139221,1
"2277",87092,1
"2278",39959,1
"2279",32337,1
"2280",64438,1
"2281",39494,1
"2282",123535,1
"2283",25168,1
"2284",126762,1
"2285",3946,1
"2286",83172,1
"2287",78595,1
"2288",135480,1
"2289",132454,1
"2290",127805,1
"2291",157279,1
"2292",91378,1
"2293",26978,1
"2294",1168,1
"2295",22386,2
"2296",26202,2
"2297",14731,2
"2298",29902,1
"2299",68137,2
"2300",30991,2
"2301",81160,1
"2302",127496,1
"2303",11877,1
"2304",70281,1
"2305",52102,2
"2306",116500,1
"2307",97209,1
"2308",132811,1
"2309",93891,2
"2310",91042,1
"2311",87681,1
"2312",141119,1
"2313",118296,1
"2314",70764,1
"2315",40554,2
"2316",117185,1
"2317",84424,1
"2318",34459,1
"2319",119070,1
"2320",148380,1
"2321",87973,1
"2322",50339,1
"2323",39892,1
"2324",27511,1
"2325",34288,1
"2326",71353,2
"2327",169410,1
"2328",133145,2
"2329",153103,1
"2330",3853,1
"2331",123033,1
"2332",15092,1
"2333",135188,1
"2334",69490,1
"2335",104270,1
"2336",173439,1
"2337",114279,1
"2338",77836,1
"2339",48405,1
"2340",23493,1
"2341",41769,1
"2342",2702,1
"2343",154610,1
"2344",105008,1
"2345",162036,1
"2346",157035,1
"2347",90302,1
"2348",104129,1
"2349",174621,1
"2350",155744,1
"2351",110987,1
"2352",20739,1
"2353",2810,1
"2354",78423,1
"2355",141299,1
"2356",96238,1
"2357",171256,1
"2358",116379,1
"2359",36399,1
"2360",3537,1
"2361",145693,1
"2362",153607,1
"2363",160057,1
"2364",57317,1
"2365",160494,1
"2366",45301,1
"2367",85595,1
"2368",91957,1
"2369",69632,1
"2370",85236,1
"2371",32042,1
"2372",78859,1
"2373",38212,2
"2374",14601,2
"2375",10417,2
"2376",71888,2
"2377",154248,1
"2378",54660,2
"2379",123851,1
"2380",54116,1
"2381",3279,1
"2382",34592,1
"2383",36076,1
"2384",48544,1
"2385",31716,1
"2386",39007,2
"2387",157029,2
"2388",94364,1
"2389",163960,1
"2390",34225,2
"2391",87312,1
"2392",109211,2
"2393",117149,1
"2394",174900,1
"2395",5070,1
"2396",129267,1
"2397",155564,1
"2398",76180,2
"2399",99621,1
"2400",151385,1
"2401",97736,1
"2402",50048,1
"2403",152111,2
"2404",31614,1
"2405",50981,1
"2406",134298,1
"2407",65682,1
"2408",29724,1
"2409",8483,1
"2410",45701,1
"2411",51951,1
"2412",168657,2
"2413",124758,2
"2414",163845,1
"2415",91765,1
"2416",39792,2
"2417",149826,2
"2418",123731,1
"2419",66765,1
"2420",169859,2
"2421",149141,1
"2422",111737,1
"2423",85244,1
"2424",172988,2
"2425",173693,1
"2426",142752,1
"2427",137616,1
"2428",17244,1
"2429",134660,1
"2430",131285,1
"2431",53588,1
"2432",65465,1
"2433",41574,1
"2434",153035,1
"2435",47173,1
"2436",51524,1
"2437",12296,1
"2438",150051,1
"2439",22665,1
"2440",32810,1
"2441",4261,2
"2442",501,1
"2443",131267,1
"2444",148612,1
"2445",23738,1
"2446",133332,1
"2447",21838,1
"2448",134510,1
"2449",120049,1
"2450",73149,1
"2451",19420,1
"2452",34598,1
"2453",61701,1
"2454",140135,1
"2455",155562,1
"2456",27115,1
"2457",49466,2
"2458",155348,1
"2459",114359,1
"2460",168528,2
"2461",11551,2
"2462",16671,1
"2463",25403,1
"2464",8780,1
"2465",173588,2
"2466",135033,1
"2467",130646,1
"2468",33050,1
"2469",155193,2
"2470",22740,1
"2471",35524,1
"2472",170970,1
"2473",91742,2
"2474",3257,1
"2475",136478,1
"2476",171045,1
"2477",64529,1
"2478",100029,1
"2479",134630,1
"2480",106580,1
"2481",173553,1
"2482",170023,1
"2483",106298,1
"2484",11958,1
"2485",109416,1
"2486",152233,1
"2487",72066,1
"2488",42674,1
"2489",36436,1
"2490",116169,1
"2491",3387,1
"2492",41193,1
"2493",25108,1
"2494",159103,1
"2495",18113,1
"2496",33749,1
"2497",15261,1
"2498",31834,2
"2499",36857,1
"2500",13714,1
"2501",11612,1
"2502",150235,2
"2503",161547,1
"2504",116204,1
"2505",88231,2
"2506",136694,1
"2507",162977,1
"2508",150742,1
"2509",114062,1
"2510",80921,2
"2511",85746,1
"2512",166514,1
"2513",41768,1
"2514",89889,1
"2515",167048,1
"2516",116039,1
"2517",51328,1
"2518",108832,2
"2519",103171,1
"2520",122191,2
"2521",97000,1
"2522",33081,1
"2523",67488,1
"2524",104606,1
"2525",140391,1
"2526",24625,1
"2527",57315,1
"2528",147826,1
"2529",71142,1
"2530",29303,2
"2531",112123,1
"2532",105387,1
"2533",65108,1
"2534",137522,2
"2535",114134,1
"2536",45954,1
"2537",38848,1
"2538",120949,1
"2539",21774,1
"2540",34260,1
"2541",26822,1
"2542",142778,1
"2543",23761,1
"2544",164827,1
"2545",149420,1
"2546",45915,1
"2547",69279,1
"2548",77118,2
"2549",112958,1
"2550",166445,1
"2551",137193,1
"2552",36243,1
"2553",32174,1
"2554",108863,2
"2555",130271,1
"2556",26170,1
"2557",168743,1
"2558",96957,1
"2559",144021,1
"2560",6553,1
"2561",138920,1
"2562",145427,1
"2563",136825,1
"2564",12474,1
"2565",148837,1
"2566",106952,1
"2567",43761,1
"2568",52077,1
"2569",49494,1
"2570",65025,1
"2571",23382,1
"2572",32086,1
"2573",171911,1
"2574",42515,1
"2575",21579,1
"2576",32911,1
"2577",25499,1
"2578",31923,1
"2579",16229,1
"2580",92506,1
"2581",157488,1
"2582",21139,1
"2583",173633,2
"2584",116913,1
"2585",137942,1
"2586",15589,1
"2587",117324,1
"2588",64377,1
"2589",16732,1
"2590",110025,1
"2591",176376,1
"2592",46868,1
"2593",82194,1
"2594",168920,1
"2595",659,1
"2596",7570,1
"2597",32268,1
"2598",51892,1
"2599",125216,1
"2600",160205,2
"2601",133606,2
"2602",113370,1
"2603",5389,1
"2604",89520,1
"2605",127249,2
"2606",40213,1
"2607",62592,1
"2608",391,1
"2609",107927,2
"2610",117664,1
"2611",134647,1
"2612",151544,1
"2613",50025,1
"2614",33305,1
"2615",43750,1
"2616",60428,1
"2617",68917,1
"2618",153700,1
"2619",121450,1
"2620",102551,1
"2621",114087,1
"2622",86485,1
"2623",150508,1
"2624",176106,1
"2625",150757,2
"2626",93240,1
"2627",131070,1
"2628",95431,1
"2629",172258,1
"2630",152385,1
"2631",119145,2
"2632",100142,1
"2633",104897,1
"2634",57581,1
"2635",76295,1
"2636",136723,1
"2637",124907,1
"2638",117861,1
"2639",125737,1
"2640",26290,2
"2641",62232,1
"2642",99553,1
"2643",126273,1
"2644",108909,1
"2645",119798,1
"2646",122613,1
"2647",69453,1
"2648",10728,1
"2649",66210,1
"2650",101695,1
"2651",132138,1
"2652",51209,2
"2653",70119,1
"2654",5478,1
"2655",58751,2
"2656",122635,1
"2657",166249,1
"2658",56757,1
"2659",152368,1
"2660",23441,1
"2661",28258,1
"2662",56584,1
"2663",101774,1
"2664",179,1
"2665",17862,1
"2666",99753,1
"2667",39363,1
"2668",43694,1
"2669",35270,1
"2670",96338,1
"2671",42502,2
"2672",116946,1
"2673",12369,1
"2674",118334,1
"2675",81680,1
"2676",72382,1
"2677",95857,1
"2678",84584,1
"2679",94088,1
"2680",151309,1
"2681",140369,1
"2682",115547,1
"2683",112398,1
"2684",157519,1
"2685",116425,1
"2686",22199,1
"2687",123062,1
"2688",128679,1
"2689",36812,1
"2690",12676,1
"2691",114034,1
"2692",151771,1
"2693",152706,2
"2694",3020,1
"2695",50276,1
"2696",21596,1
"2697",41149,1
"2698",65917,1
"2699",12377,1
"2700",132833,2
"2701",61879,2
"2702",38775,1
"2703",122563,1
"2704",30186,2
"2705",78969,1
"2706",21069,1
"2707",167359,1
"2708",103520,1
"2709",86200,1
"2710",50739,1
"2711",134217,1
"2712",6767,1
"2713",112214,1
"2714",91841,2
"2715",173469,1
"2716",64873,1
"2717",29488,2
"2718",114162,1
"2719",163287,1
"2720",133556,1
"2721",50952,1
"2722",95014,2
"2723",111816,1
"2724",56165,1
"2725",81917,1
"2726",22388,1
"2727",34386,1
"2728",125583,1
"2729",129621,1
"2730",153762,1
"2731",64723,1
"2732",77347,1
"2733",43965,1
"2734",18891,1
"2735",26798,1
"2736",24718,1
"2737",170731,1
"2738",118403,1
"2739",114575,1
"2740",78273,1
"2741",44950,1
"2742",33707,1
"2743",58195,1
"2744",2125,1
"2745",161250,1
"2746",150692,1
"2747",52584,1
"2748",174974,1
"2749",176170,1
"2750",93911,1
"2751",5765,1
"2752",4058,2
"2753",152470,1
"2754",122197,1
"2755",153302,1
"2756",65592,1
"2757",7937,1
"2758",104193,1
"2759",132215,1
"2760",99309,1
"2761",107125,1
"2762",44024,1
"2763",56068,1
"2764",48737,2
"2765",136729,2
"2766",124393,1
"2767",27208,1
"2768",9687,2
"2769",39212,1
"2770",2016,1
"2771",170771,1
"2772",48812,1
"2773",123914,1
"2774",50140,1
"2775",62056,1
"2776",21313,1
"2777",168736,1
"2778",159481,1
"2779",80724,2
"2780",75636,1
"2781",35902,1
"2782",49026,2
"2783",38083,2
"2784",160771,1
"2785",161442,1
"2786",13835,1
"2787",42854,1
"2788",89102,1
"2789",100190,1
"2790",72268,1
"2791",172530,2
"2792",51559,1
"2793",170595,2
"2794",144053,1
"2795",58161,1
"2796",86254,1
"2797",155556,2
"2798",169056,2
"2799",39607,1
"2800",173912,1
"2801",130934,1
"2802",81302,1
"2803",130276,1
"2804",130256,1
"2805",136935,1
"2806",78567,2
"2807",126638,1
"2808",79200,1
"2809",98695,1
"2810",5232,1
"2811",79454,1
"2812",62544,1
"2813",6035,1
"2814",87004,1
"2815",136484,1
"2816",146580,1
"2817",7500,1
"2818",103893,1
"2819",84985,2
"2820",166815,2
"2821",5978,1
"2822",103092,1
"2823",125329,1
"2824",83017,1
"2825",59360,1
"2826",40702,1
"2827",76004,2
"2828",41027,1
"2829",32584,1
"2830",36369,1
"2831",163271,1
"2832",26986,1
"2833",14840,1
"2834",5493,2
"2835",42595,1
"2836",79449,1
"2837",28890,1
"2838",96683,1
"2839",114294,1
"2840",88693,1
"2841",2583,1
"2842",111859,1
"2843",78208,1
"2844",66929,1
"2845",17009,1
"2846",3311,1
"2847",44573,1
"2848",110975,1
"2849",138251,1
"2850",126844,2
"2851",31426,1
"2852",107297,1
"2853",790,1
"2854",171833,1
"2855",175908,2
"2856",137203,1
"2857",91515,1
"2858",152187,2
"2859",140329,2
"2860",167178,1
"2861",105479,1
"2862",11142,1
"2863",17389,1
"2864",76284,1
"2865",16183,1
"2866",141638,1
"2867",17387,1
"2868",154116,1
"2869",116868,1
"2870",87009,1
"2871",161438,1
"2872",94120,1
"2873",25169,1
"2874",172208,2
"2875",14736,1
"2876",59926,1
"2877",89265,1
"2878",94858,1
"2879",95063,1
"2880",5223,2
"2881",56082,2
"2882",161658,1
"2883",136131,1
"2884",154844,1
"2885",126450,1
"2886",76510,2
"2887",141370,1
"2888",84660,1
"2889",35693,1
"2890",173461,1
"2891",132484,1
"2892",68903,1
"2893",110644,1
"2894",126813,1
"2895",95768,1
"2896",58398,1
"2897",88521,1
"2898",165940,2
"2899",91585,2
"2900",78049,1
"2901",176226,1
"2902",59145,1
"2903",62833,1
"2904",50344,1
"2905",114792,1
"2906",12421,1
"2907",126287,1
"2908",92488,1
"2909",94425,1
"2910",8777,1
"2911",7475,1
"2912",95842,1
"2913",75199,1
"2914",147506,2
"2915",158782,1
"2916",153433,1
"2917",61638,1
"2918",23696,1
"2919",71946,1
"2920",67258,1
"2921",14037,1
"2922",155598,1
"2923",24447,1
"2924",145045,2
"2925",116901,2
"2926",82459,1
"2927",101231,1
"2928",39832,1
"2929",107574,2
"2930",128852,1
"2931",41464,1
"2932",57579,1
"2933",131501,1
"2934",64699,1
"2935",138109,1
"2936",172152,2
"2937",27934,1
"2938",36025,1
"2939",77162,1
"2940",82292,2
"2941",61352,1
"2942",53970,1
"2943",52228,1
"2944",174062,1
"2945",57012,1
"2946",76377,1
"2947",3866,1
"2948",67592,1
"2949",45320,1
"2950",136371,1
"2951",176561,1
"2952",161549,1
"2953",79854,1
"2954",142540,1
"2955",122628,1
"2956",170811,1
"2957",98388,1
"2958",106017,1
"2959",154892,1
"2960",130570,1
"2961",125448,1
"2962",28263,1
"2963",80638,1
"2964",116942,1
"2965",42399,1
"2966",144014,1
"2967",144440,1
"2968",68781,2
"2969",148047,1
"2970",34187,1
"2971",165515,1
"2972",60542,1
"2973",102825,1
"2974",43462,1
"2975",21592,1
"2976",31528,1
"2977",37590,2
"2978",45068,1
"2979",99163,1
"2980",70981,1
"2981",96305,1
"2982",55510,1
"2983",90110,2
"2984",136098,2
"2985",84068,2
"2986",4001,1
"2987",5604,2
"2988",51925,1
"2989",101806,1
"2990",128407,1
"2991",20857,1
"2992",18197,2
"2993",49176,2
"2994",24433,1
"2995",87359,1
"2996",68418,1
"2997",27683,1
"2998",85802,1
"2999",99595,1
"3000",144226,2
"3001",8330,1
"3002",153987,2
"3003",54277,1
"3004",23582,1
"3005",51898,2
"3006",137996,2
"3007",103684,1
"3008",162552,1
"3009",93805,1
"3010",51169,1
"3011",116048,1
"3012",106098,1
"3013",137886,1
"3014",87230,1
"3015",147647,1
"3016",41040,1
"3017",169083,1
"3018",53512,1
"3019",86642,1
"3020",69857,1
"3021",58633,1
"3022",73993,1
"3023",113057,1
"3024",108735,1
"3025",35183,1
"3026",104030,1
"3027",169862,1
"3028",73119,1
"3029",116818,1
"3030",62716,1
"3031",41387,1
"3032",83161,1
"3033",161813,2
"3034",124990,2
"3035",174403,1
"3036",38605,1
"3037",56991,1
"3038",111718,1
"3039",125149,1
"3040",152952,1
"3041",138133,1
"3042",5355,1
"3043",47546,1
"3044",111327,1
"3045",79809,1
"3046",94779,1
"3047",172415,1
"3048",7603,1
"3049",174499,1
"3050",129474,1
"3051",56997,1
"3052",108838,1
"3053",105409,1
"3054",167119,2
"3055",34754,1
"3056",161998,2
"3057",156176,1
"3058",92381,1
"3059",74515,1
"3060",45145,1
"3061",67766,1
"3062",36658,2
"3063",148815,2
"3064",41662,1
"3065",101891,1
"3066",25624,2
"3067",79580,1
"3068",55209,1
"3069",1425,1
"3070",80258,1
"3071",13585,2
"3072",2314,1
"3073",162885,1
"3074",19890,1
"3075",92780,1
"3076",47250,2
"3077",125401,1
"3078",149040,1
"3079",23144,2
"3080",42064,1
"3081",62163,2
"3082",39171,1
"3083",3032,1
"3084",23925,1
"3085",92498,2
"3086",6900,1
"3087",158978,1
"3088",69432,1
"3089",20629,1
"3090",103143,1
"3091",23218,1
"3092",35609,1
"3093",153241,1
"3094",83117,1
"3095",132198,1
"3096",99171,1
"3097",129844,1
"3098",109215,1
"3099",90270,1
"3100",105413,1
"3101",32213,2
"3102",15850,1
"3103",148561,1
"3104",57193,1
"3105",88880,1
"3106",67844,1
"3107",80985,1
"3108",157694,1
"3109",112090,1
"3110",156422,1
"3111",38295,1
"3112",120767,1
"3113",143106,1
"3114",72851,1
"3115",63057,1
"3116",7978,1
"3117",171977,1
"3118",51012,1
"3119",105613,1
"3120",137156,1
"3121",13467,1
"3122",111603,1
"3123",45615,1
"3124",145516,1
"3125",176658,1
"3126",151950,1
"3127",136322,1
"3128",58392,1
"3129",43570,1
"3130",140686,2
"3131",110351,1
"3132",88857,1
"3133",164865,2
"3134",95298,1
"3135",165786,1
"3136",49283,1
"3137",162319,1
"3138",29934,1
"3139",140573,1
"3140",17110,1
"3141",82057,1
"3142",125886,1
"3143",141957,1
"3144",161191,1
"3145",35471,2
"3146",104420,1
"3147",87340,1
"3148",42039,2
"3149",144602,1
"3150",138049,2
"3151",36299,2
"3152",57037,1
"3153",158730,1
"3154",91966,1
"3155",125799,2
"3156",32839,1
"3157",141276,1
"3158",160263,1
"3159",128160,1
"3160",113795,1
"3161",66847,1
"3162",53093,1
"3163",132019,1
"3164",9575,1
"3165",38638,1
"3166",113177,1
"3167",113521,1
"3168",39079,1
"3169",50134,1
"3170",72878,1
"3171",86278,1
"3172",124527,1
"3173",69245,1
"3174",8361,1
"3175",96924,1
"3176",167395,1
"3177",70723,1
"3178",20850,1
"3179",142856,1
"3180",142857,1
"3181",123118,1
"3182",28589,1
"3183",115610,1
"3184",19537,1
"3185",28746,1
"3186",21113,1
"3187",79601,1
"3188",114943,1
"3189",148173,1
"3190",69837,1
"3191",94335,1
"3192",79358,1
"3193",46037,1
"3194",101035,1
"3195",37733,2
"3196",9878,1
"3197",149365,2
"3198",129755,2
"3199",100252,1
"3200",152864,2
"3201",20711,1
"3202",61147,1
"3203",24857,1
"3204",176317,1
"3205",61686,1
"3206",170371,1
"3207",22611,1
"3208",10263,1
"3209",106416,1
"3210",147614,1
"3211",72693,1
"3212",164577,1
"3213",58994,1
"3214",79759,1
"3215",108598,1
"3216",119991,1
"3217",133363,1
"3218",125168,1
"3219",137102,1
"3220",176171,1
